profile,workload,variant,repetition,seed,initial_records,operations,elapsed_nanos,throughput_ops_s,mean_latency_ns,p50_latency_ns,p95_latency_ns,p99_latency_ns,max_latency_ns,search_p95_ns,insert_p95_ns,delete_p95_ns,update_p95_ns,range_p95_ns,final_records,leaf_count,avg_occupancy,peak_heap_bytes,process_cpu_nanos,current_thread_cpu_nanos,current_thread_allocated_bytes,gc_collections,gc_time_millis,jit_compilation_millis,controller_nanos,controller_time_share_pct,maintenance_count,maintenance_nanos,records_moved,leaves_touched,full_rebuilds,commit_count,rollback_count,abstain_count,no_trial_commits,failed_trials_kept,structural_attempts,expected_diagnosis_matches,expected_diagnosis_mismatches,observation_windows,reference_ready_windows,degraded_windows,persistent_triggers,diagnosis_attempts,confident_diagnoses,candidate_selections,trial_starts
YCSB_VALIDATION,YCSB_B,LARS_MONITOR_ONLY,9,6364136223846793005,1000000,300000,112555300,2665356.495873584,238.47366666666667,200.0,400.0,500.0,201500,400.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,165245280,375000000,125000000,46840664,0,0,375,851300,0.756339328312394,0,0,0,0,0,0,0,0,0,0,0,0,0,68,21,2,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,0,1103515245,1000000,300000,104316700,2875857.844429511,208.87166666666667,200.0,400.0,500.0,88300,400.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,163577856,375000000,109375000,45822136,0,0,198,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,1,214013,1000000,300000,99906700,3002801.613905774,199.25366666666667,200.0,400.0,500.0,57300,400.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,162529280,328125000,109375000,45813680,0,0,189,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,2,1664525,1000000,300000,99676100,3009748.5756364865,197.507,200.0,300.0,500.0,123000,300.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,163577856,328125000,109375000,45820544,0,0,203,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,3,22695477,1000000,300000,99642800,3010754.414769557,198.27633333333333,200.0,300.0,400.0,39400,300.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,162562064,312500000,109375000,45784400,0,0,207,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,4,69069,1000000,300000,114924800,2610402.62850142,232.23,200.0,400.0,600.0,3698000,400.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,163577856,375000000,125000000,45814016,0,0,213,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,5,48271,1000000,300000,100916800,2972745.8659014157,198.11866666666666,200.0,300.0,500.0,72100,300.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,162529280,390625000,125000000,45784328,0,0,216,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,6,134775813,1000000,300000,111264000,2696289.905090595,220.09533333333334,200.0,400.0,500.0,49600,400.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,162609296,390625000,125000000,45819448,0,0,194,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,7,16807,1000000,300000,109035800,2751389.9104697723,217.179,200.0,400.0,500.0,72900,400.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,162609296,296875000,109375000,45837688,0,0,200,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,8,2147483647,1000000,300000,104812300,2862259.486720547,208.19,200.0,400.0,500.0,52900,400.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,162594832,328125000,109375000,45827408,0,0,220,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_B,STATIC_BPLUS,9,6364136223846793005,1000000,300000,101888900,2944383.5393256773,201.38433333333333,200.0,400.0,500.0,54700,400.0,NaN,NaN,400.0,NaN,1000000,20834,0.7499760007679754,163577856,359375000,109375000,45845120,0,0,187,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_E,LARS_FULL,0,1103515245,1000000,300000,355299800,844357.356801214,961.8136666666667,700.0,1700.0,3100.0,23632700,NaN,2900.0,NaN,NaN,1400.0,1015118,20834,0.7613141379475856,324660088,1031250000,343750000,857629400,4,32,731,1135700,0.31964555003971296,0,0,0,0,0,0,0,0,0,0,0,0,0,67,20,0,0,0,0,0,0
YCSB_VALIDATION,YCSB_E,LARS_FULL,1,214013,1000000,300000,327728200,915392.6943119329,885.3393333333333,600.0,1600.0,3000.0,24052800,NaN,3000.0,NaN,NaN,1200.0,1015036,20834,0.7612526399155227,321910400,1140625000,312500000,865681352,4,32,564,733400,0.2237830006694572,0,0,0,0,0,0,0,0,0,0,0,0,0,67,20,0,0,0,0,0,0
