profile,workload,variant,repetition,seed,initial_records,operations,elapsed_nanos,throughput_ops_s,mean_latency_ns,p50_latency_ns,p95_latency_ns,p99_latency_ns,max_latency_ns,search_p95_ns,insert_p95_ns,delete_p95_ns,update_p95_ns,range_p95_ns,final_records,leaf_count,avg_occupancy,peak_heap_bytes,process_cpu_nanos,current_thread_cpu_nanos,current_thread_allocated_bytes,gc_collections,gc_time_millis,jit_compilation_millis,controller_nanos,controller_time_share_pct,maintenance_count,maintenance_nanos,records_moved,leaves_touched,full_rebuilds,commit_count,rollback_count,abstain_count,no_trial_commits,failed_trials_kept,structural_attempts,expected_diagnosis_matches,expected_diagnosis_mismatches,observation_windows,reference_ready_windows,degraded_windows,persistent_triggers,diagnosis_attempts,confident_diagnoses,candidate_selections,trial_starts
PUBLICATION,MIXED,STATIC_BPLUS,4,69069,1000000,300000,221396000,1355038.031400748,573.7986666666667,300.0,1400.0,3100.0,85800,400.0,2000.0,2100.0,500.0,1600.0,1030672,20834,0.7729792646635307,233832448,421875000,218750000,82454336,0,0,296,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,STATIC_BPLUS,5,48271,1000000,300000,178107400,1684376.954579091,452.1066666666667,300.0,1100.0,1500.0,171800,300.0,1300.0,1300.0,300.0,1200.0,1030415,20834,0.7727865208313334,233963536,390625000,187500000,83661088,0,0,346,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,STATIC_BPLUS,6,134775813,1000000,300000,185007400,1621556.7593512475,475.4316666666667,300.0,1200.0,1800.0,67700,400.0,1400.0,1400.0,400.0,1200.0,1030801,20834,0.7730760115676298,238026752,531250000,187500000,87093904,0,0,464,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,STATIC_BPLUS,7,16807,1000000,300000,213513400,1405064.0381353113,551.6373333333333,300.0,1300.0,1900.0,129900,400.0,1600.0,1600.0,400.0,1600.0,1030754,20834,0.7730407626955937,236978176,609375000,203125000,86269264,0,0,565,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,STATIC_BPLUS,8,2147483647,1000000,300000,195743800,1532615.5924223398,504.43033333333335,300.0,1200.0,1700.0,103700,400.0,1500.0,1500.0,400.0,1400.0,1030293,20834,0.7726950237592397,236060688,421875000,203125000,83709256,0,0,362,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,STATIC_BPLUS,9,6364136223846793005,1000000,300000,189870500,1580024.2797064316,498.2703333333333,300.0,1200.0,1900.0,170500,400.0,1400.0,1500.0,400.0,1400.0,1030538,20834,0.7728787678794279,234881024,531250000,203125000,83663600,0,0,407,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,0,1103515245,1000000,300000,199180200,1506173.806432567,520.8056666666666,300.0,1200.0,1900.0,666600,400.0,1500.0,1500.0,400.0,1300.0,1030614,20834,0.7729357660554862,236978176,578125000,203125000,86150024,0,0,459,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,1,214013,1000000,300000,181883400,1649408.3572222644,462.4393333333333,300.0,1000.0,1600.0,355100,300.0,1300.0,1300.0,300.0,1200.0,1030303,20834,0.7727025235192474,236978176,562500000,203125000,86408672,0,0,372,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,2,1664525,1000000,300000,189329500,1584539.1235914107,490.2246666666667,300.0,1100.0,1800.0,305800,400.0,1400.0,1400.0,400.0,1300.0,1030792,20834,0.7730692617836229,236978176,546875000,203125000,87253096,0,0,407,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,3,22695477,1000000,300000,206751100,1451020.0913078575,522.466,300.0,1200.0,1700.0,321900,400.0,1500.0,1500.0,400.0,1400.0,1029808,20834,0.7723312853988672,233832448,546875000,218750000,83171888,0,0,444,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,4,69069,1000000,300000,192926600,1554995.5267962012,505.229,300.0,1100.0,1700.0,274300,400.0,1300.0,1300.0,400.0,1400.0,1030672,20834,0.7729792646635307,234881024,453125000,187500000,85098536,0,0,324,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,5,48271,1000000,300000,187755300,1597824.4022938367,482.69166666666666,300.0,1000.0,1400.0,340800,300.0,1200.0,1200.0,300.0,1300.0,1030415,20834,0.7727865208313334,233832448,390625000,171875000,84076712,0,0,349,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,6,134775813,1000000,300000,191210500,1568951.4958645054,489.9,300.0,1100.0,1600.0,440900,300.0,1300.0,1300.0,300.0,1300.0,1030801,20834,0.7730760115676298,235929600,625000000,203125000,86355568,0,0,477,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,7,16807,1000000,300000,175323100,1711126.4858994621,453.835,300.0,1000.0,1400.0,228200,300.0,1200.0,1200.0,300.0,1200.0,1030754,20834,0.7730407626955937,233898000,359375000,187500000,83415544,0,0,244,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,8,2147483647,1000000,300000,184677400,1624454.3187201032,473.499,300.0,1000.0,1400.0,326900,300.0,1200.0,1200.0,300.0,1300.0,1030293,20834,0.7726950237592397,233832448,406250000,187500000,83450712,0,0,339,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,MIXED,THRESHOLD_GLOBAL_REBUILD,9,6364136223846793005,1000000,300000,200614300,1495406.8578361562,530.3283333333334,300.0,1200.0,1900.0,363600,400.0,1500.0,1500.0,400.0,1400.0,1030538,20834,0.7728787678794279,238026752,500000000,203125000,86061072,0,0,431,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,0,1103515245,1000000,300000,176609800,1698659.9837608105,407.35833333333335,300.0,1200.0,2000.0,157800,500.0,2300.0,2400.0,500.0,1300.0,1009037,20834,0.7567535338869156,203503760,578125000,187500000,57422552,0,0,583,5100,0.002887721972393378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,1,214013,1000000,300000,210945600,1422167.6109859603,488.24733333333336,400.0,1500.0,2500.0,707900,600.0,3000.0,3000.0,600.0,1600.0,1009132,20834,0.7568247816069886,203423744,859375000,203125000,57391920,0,0,823,6600,0.0031287687441691127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,2,1664525,1000000,300000,180476100,1662269.9626155486,415.66133333333335,300.0,1200.0,2000.0,163000,500.0,2400.0,2500.0,600.0,1500.0,1009148,20834,0.7568367812230009,203423744,750000000,203125000,57389664,0,0,770,4600,0.0025488139426771746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,3,22695477,1000000,300000,222120000,1350621.2857914641,523.3763333333334,400.0,1600.0,2900.0,181200,600.0,3500.0,3400.0,700.0,1800.0,1008916,20834,0.7566627867908227,204472320,765625000,234375000,57475504,0,0,786,5800,0.002611201152530164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,4,69069,1000000,300000,187058300,1603778.0734669352,438.23266666666666,300.0,1300.0,2200.0,148700,500.0,2700.0,2700.0,600.0,1400.0,1009000,20834,0.7567257847748872,204472320,687500000,171875000,57180368,0,0,620,6200,0.0033144746851649994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,5,48271,1000000,300000,187644700,1598766.1788475774,426.21433333333334,300.0,1200.0,2100.0,120200,500.0,2600.0,2700.0,600.0,1400.0,1008814,20834,0.7565862892387444,204472320,718750000,203125000,57112832,0,0,687,5400,0.0028777791219256393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,6,134775813,1000000,300000,182226000,1646307.3326528596,417.77166666666665,300.0,1300.0,1900.0,148300,500.0,2100.0,2100.0,500.0,1500.0,1008921,20834,0.7566665366708265,203423744,687500000,187500000,57088968,0,0,700,6300,0.003457245398571005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,7,16807,1000000,300000,189988700,1579041.2798234841,435.32433333333336,300.0,1300.0,2000.0,203200,500.0,2300.0,2300.0,600.0,1500.0,1008909,20834,0.7566575369588173,203423744,437500000,203125000,57498904,0,0,745,5800,0.0030528131409920697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,8,2147483647,1000000,300000,181813000,1650047.0263402506,417.2493333333333,300.0,1200.0,1900.0,115900,500.0,2200.0,2300.0,500.0,1500.0,1009029,20834,0.7567475340789095,204603408,703125000,187500000,56805840,0,0,656,5100,0.0028050799447784263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_FULL,9,6364136223846793005,1000000,300000,196049500,1530225.7848145494,445.353,300.0,1300.0,2100.0,145300,500.0,2500.0,2600.0,600.0,1600.0,1008976,20834,0.7567077853508688,202848448,562500000,171875000,56923000,0,0,752,4800,0.002448361255703279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,0,1103515245,1000000,300000,172496800,1739162.6975109105,399.878,300.0,1200.0,1800.0,129900,500.0,2000.0,2000.0,500.0,1400.0,1009037,20834,0.7567535338869156,204472320,546875000,187500000,57459160,0,0,597,6100,0.003536297484938851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,1,214013,1000000,300000,185016700,1621475.2506125122,421.279,300.0,1200.0,2000.0,162400,500.0,2400.0,2500.0,600.0,1500.0,1009132,20834,0.7568247816069886,204472320,546875000,187500000,57176888,0,0,596,5300,0.002864606276082105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,2,1664525,1000000,300000,176039000,1704167.8264475486,406.09866666666665,300.0,1200.0,1900.0,121000,500.0,2100.0,2100.0,500.0,1400.0,1009148,20834,0.7568367812230009,204472320,593750000,187500000,57566216,0,0,750,5200,0.002953890899175751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,3,22695477,1000000,300000,170586000,1758643.7339523758,393.12533333333334,300.0,1100.0,1900.0,742700,500.0,2100.0,2100.0,500.0,1300.0,1008916,20834,0.7566627867908227,204603408,593750000,171875000,57416872,0,0,611,5000,0.0029310728899206266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,4,69069,1000000,300000,242403000,1237608.4454400316,578.5413333333333,400.0,1700.0,3500.0,154300,700.0,4200.0,4300.0,900.0,2000.0,1009000,20834,0.7567257847748872,203503760,906250000,250000000,57516192,0,0,961,6700,0.0027639921948160707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,5,48271,1000000,300000,181538400,1652542.933065401,413.15,300.0,1200.0,1900.0,149800,500.0,2200.0,2200.0,500.0,1500.0,1008814,20834,0.7565862892387444,204472320,656250000,171875000,57200832,0,0,648,4900,0.002699153457340155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,6,134775813,1000000,300000,177570800,1689466.9619104043,394.8333333333333,300.0,1200.0,1800.0,201600,500.0,2100.0,2200.0,500.0,1400.0,1008921,20834,0.7566665366708265,204472320,687500000,171875000,56951192,0,0,639,4200,0.002365253746674566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,7,16807,1000000,300000,225582900,1329888.036726188,520.659,400.0,1600.0,2800.0,168300,600.0,3300.0,3500.0,700.0,1700.0,1008909,20834,0.7566575369588173,204537872,828125000,234375000,57052360,0,0,789,7200,0.0031917312881428513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,8,2147483647,1000000,300000,199535200,1503494.1203356602,474.48966666666666,300.0,1400.0,2500.0,127300,600.0,2900.0,2900.0,600.0,1600.0,1009029,20834,0.7567475340789095,204472320,750000000,187500000,57064728,0,0,690,6100,0.0030571047113491755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_MONITOR_ONLY,9,6364136223846793005,1000000,300000,186291900,1610375.9744787617,431.993,300.0,1300.0,2100.0,281500,500.0,2600.0,2600.0,600.0,1400.0,1008976,20834,0.7567077853508688,202455184,703125000,203125000,56563192,0,0,566,7100,0.0038112231395997357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,0,1103515245,1000000,300000,227531400,1318499.3367948337,528.7606666666667,400.0,1500.0,3100.0,193400,600.0,3700.0,3800.0,800.0,1800.0,1009037,20834,0.7567535338869156,204734496,796875000,250000000,57624656,0,0,1048,5100,0.002241448872551217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,1,214013,1000000,300000,171172800,1752614.901432938,393.47366666666665,300.0,1200.0,1800.0,141100,500.0,2100.0,2100.0,500.0,1400.0,1009132,20834,0.7568247816069886,203503760,593750000,171875000,57501352,0,0,596,4500,0.002628922352149407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,2,1664525,1000000,300000,185777600,1614834.081180939,427.965,300.0,1300.0,1900.0,688200,500.0,2100.0,2200.0,600.0,1500.0,1009148,20834,0.7568367812230009,204472320,656250000,187500000,57491712,0,0,760,5400,0.00290670134612569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,3,22695477,1000000,300000,194451500,1542801.1612150073,448.1186666666667,300.0,1300.0,2100.0,733100,500.0,2600.0,2600.0,600.0,1500.0,1008916,20834,0.7566627867908227,205600912,734375000,203125000,57383304,0,0,643,7200,0.0037027227869160175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,4,69069,1000000,300000,197610000,1518141.794443601,462.28633333333335,300.0,1400.0,2200.0,142400,500.0,2600.0,2600.0,600.0,1600.0,1009000,20834,0.7567257847748872,206569472,640625000,203125000,57257720,0,0,639,6600,0.003339911947775922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,5,48271,1000000,300000,169628400,1768571.7721796585,385.1143333333333,300.0,1100.0,1800.0,116900,500.0,2100.0,2100.0,500.0,1300.0,1008814,20834,0.7565862892387444,204603408,593750000,187500000,56945112,0,0,562,5000,0.002947619620299431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,6,134775813,1000000,300000,169983300,1764879.2557857155,390.7386666666667,300.0,1100.0,1900.0,165600,500.0,2200.0,2200.0,500.0,1300.0,1008921,20834,0.7566665366708265,203503760,593750000,171875000,57238864,0,0,699,4500,0.002647318883678573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,7,16807,1000000,300000,188476100,1591713.7504436902,435.57433333333336,300.0,1300.0,2100.0,123900,500.0,2500.0,2600.0,600.0,1400.0,1008909,20834,0.7566575369588173,204537872,546875000,187500000,56910856,0,0,581,6200,0.0032895417509169597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,8,2147483647,1000000,300000,189610300,1582192.5285704415,426.086,300.0,1200.0,2300.0,748600,500.0,2700.0,2800.0,600.0,1500.0,1009029,20834,0.7567475340789095,203423744,640625000,187500000,56918112,0,0,679,5800,0.003058905555236187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_DIAGNOSIS,9,6364136223846793005,1000000,300000,173150500,1732596.7871880243,400.842,300.0,1200.0,1900.0,188900,500.0,2300.0,2400.0,500.0,1400.0,1008976,20834,0.7567077853508688,204603408,640625000,187500000,56595256,0,0,539,5500,0.0031764274431780445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,0,1103515245,1000000,300000,170087800,1763794.9341457766,390.177,300.0,1100.0,1800.0,723000,500.0,2100.0,2100.0,500.0,1300.0,1009037,20834,0.7567535338869156,203503760,625000000,156250000,57588440,0,0,670,5600,0.0032924172104054493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,1,214013,1000000,300000,171945300,1744740.914697872,392.8213333333333,300.0,1100.0,1900.0,228300,500.0,2200.0,2200.0,500.0,1300.0,1009132,20834,0.7568247816069886,205520896,671875000,171875000,57378448,0,0,624,5700,0.0033150077379259565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,2,1664525,1000000,300000,167653600,1789403.8660666994,381.71366666666665,300.0,1100.0,1700.0,128300,500.0,1900.0,1900.0,500.0,1400.0,1009148,20834,0.7568367812230009,203423744,640625000,156250000,57161520,0,0,574,5000,0.0029823397767778322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,3,22695477,1000000,300000,187161400,1602894.6139535182,431.15233333333333,300.0,1300.0,2100.0,127500,500.0,2500.0,2500.0,600.0,1500.0,1008916,20834,0.7566627867908227,204537872,843750000,203125000,57173864,0,0,669,5500,0.00293864012558145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,4,69069,1000000,300000,176342100,1701238.6718769937,402.57533333333333,300.0,1100.0,2000.0,164900,500.0,2300.0,2400.0,600.0,1400.0,1009000,20834,0.7567257847748872,204472320,609375000,187500000,57194968,0,0,626,5300,0.0030055216536493553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,5,48271,1000000,300000,172846200,1735647.0665828928,396.2416666666667,300.0,1200.0,1800.0,125100,500.0,2000.0,2000.0,500.0,1300.0,1008814,20834,0.7565862892387444,203423744,562500000,187500000,57328920,0,0,663,5500,0.0031820196220686365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,6,134775813,1000000,300000,185036700,1621299.9907585902,426.571,300.0,1300.0,1900.0,141400,500.0,2300.0,2200.0,600.0,1500.0,1008921,20834,0.7566665366708265,203503760,671875000,203125000,57252880,0,0,668,5800,0.0031345133154666075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,7,16807,1000000,300000,176271700,1701918.1184500973,413.39666666666665,300.0,1200.0,2000.0,116600,500.0,2300.0,2400.0,500.0,1400.0,1008909,20834,0.7566575369588173,203423744,609375000,187500000,57285096,0,0,630,5400,0.003063452613210175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,8,2147483647,1000000,300000,183982000,1630594.297268211,419.44233333333335,300.0,1200.0,1900.0,185300,500.0,2300.0,2400.0,500.0,1500.0,1009029,20834,0.7567475340789095,204472320,625000000,187500000,57209352,0,0,637,6000,0.003261188594536422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_LOCALITY,9,6364136223846793005,1000000,300000,173251100,1731590.7373748277,398.42066666666665,300.0,1100.0,2000.0,373200,500.0,2400.0,2500.0,500.0,1300.0,1008976,20834,0.7567077853508688,203423744,609375000,187500000,57016904,0,0,601,5200,0.0030014239447830344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,0,1103515245,1000000,300000,191189400,1569124.6481237977,436.27233333333334,300.0,1300.0,2100.0,170500,500.0,2500.0,2600.0,600.0,1500.0,1009037,20834,0.7567535338869156,203423744,625000000,203125000,57115904,0,0,621,5300,0.0027721202116853757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,1,214013,1000000,300000,176943200,1695459.3338427246,409.291,300.0,1200.0,1900.0,428000,500.0,2200.0,2300.0,500.0,1400.0,1009132,20834,0.7568247816069886,204472320,718750000,187500000,57226176,0,0,595,4900,0.00276925024527645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,2,1664525,1000000,300000,181990200,1648440.4105275997,423.493,300.0,1200.0,2200.0,484500,500.0,2500.0,2600.0,600.0,1400.0,1009148,20834,0.7568367812230009,204603424,671875000,171875000,57166528,0,0,628,5900,0.0032419328073709465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,3,22695477,1000000,300000,166365200,1803261.7398350136,380.41633333333334,300.0,1100.0,1800.0,143400,500.0,2100.0,2100.0,500.0,1300.0,1008916,20834,0.7566627867908227,205520896,484375000,171875000,57527512,0,0,536,5000,0.003005436233058356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,4,69069,1000000,300000,167079100,1795556.7153521895,383.5303333333333,300.0,1100.0,1800.0,146100,500.0,2100.0,2100.0,500.0,1300.0,1009000,20834,0.7567257847748872,204472320,593750000,171875000,57506208,0,0,575,5100,0.003052446416098722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,5,48271,1000000,300000,198819900,1508903.2838262166,453.5203333333333,300.0,1300.0,2300.0,135400,500.0,2800.0,2800.0,600.0,1600.0,1008814,20834,0.7565862892387444,204472320,750000000,218750000,57101280,0,0,828,24200,0.012171819822864813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,6,134775813,1000000,300000,185667900,1615788.1895578073,429.304,300.0,1300.0,2100.0,387600,500.0,2400.0,2500.0,600.0,1400.0,1008921,20834,0.7566665366708265,203423744,734375000,187500000,57016520,0,0,673,10300,0.0055475394508151385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,7,16807,1000000,300000,188224100,1593844.783956996,429.8183333333333,300.0,1300.0,2000.0,188100,500.0,2400.0,2500.0,600.0,1500.0,1008909,20834,0.7566575369588173,204537872,593750000,187500000,57135080,0,0,632,5200,0.002762664292192126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,8,2147483647,1000000,300000,188378500,1592538.426625119,435.7223333333333,300.0,1300.0,2000.0,124900,500.0,2300.0,2400.0,600.0,1500.0,1009029,20834,0.7567475340789095,202848448,750000000,203125000,56942008,0,0,658,5700,0.0030258230105877264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_ROLLBACK,9,6364136223846793005,1000000,300000,174458100,1719610.6113731607,396.3976666666667,300.0,1100.0,1900.0,123300,500.0,2200.0,2300.0,500.0,1500.0,1008976,20834,0.7567077853508688,204537872,515625000,187500000,57219064,0,0,663,4600,0.0026367362707721796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_RUNTIME_VALIDATION,0,1103515245,1000000,300000,178864700,1677245.426291493,414.3263333333333,300.0,1200.0,2000.0,233900,500.0,2300.0,2300.0,500.0,1400.0,1009037,20834,0.7567535338869156,204472320,640625000,187500000,57407144,0,0,605,5300,0.002963133586448304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_RUNTIME_VALIDATION,1,214013,1000000,300000,207485500,1445884.1702191238,491.8913333333333,300.0,1400.0,2700.0,127000,600.0,3300.0,3500.0,700.0,1700.0,1009132,20834,0.7568247816069886,203423744,812500000,218750000,57333584,0,0,783,5700,0.002747179923416335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUBLICATION,READ_HEAVY,LARS_NO_RUNTIME_VALIDATION,2,1664525,1000000,300000,176274000,1701895.9120460192,404.104,300.0,1200.0,1800.0,218000,500.0,2100.0,2100.0,500.0,1400.0,1009148,20834,0.7568367812230009,203423744,578125000,187500000,57468672,0,0,710,6200,0.003517251551561773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
