workload,variant,median_throughput_ops_s,iqr_throughput_ops_s,median_p99_latency_ns,iqr_p99_latency_ns,median_mean_latency_ns,iqr_mean_latency_ns,median_controller_time_share_pct,iqr_controller_time_share_pct,median_current_thread_cpu_nanos,iqr_current_thread_cpu_nanos,median_current_thread_allocated_bytes,iqr_current_thread_allocated_bytes,median_jit_compilation_millis,iqr_jit_compilation_millis,median_gc_collections,iqr_gc_collections,median_gc_time_millis,iqr_gc_time_millis
YCSB_A,LARS_FULL,2456295.7373938295,173882.4074937161,600.0,75.0,260.82883333333336,18.0566666666667,0.6269516511725595,1.751454781790204,132812500.0,15625000.0,48225740.0,1733442.0,383.0,83.0,0.0,0.0,0.0,0.0
YCSB_A,LARS_MONITOR_ONLY,2560477.1292896816,138661.10771205835,550.0,100.0,247.26383333333334,11.473166666666657,0.6281964329819361,0.11988057196386559,125000000.0,0.0,48165736.0,1522242.0,374.5,48.75,0.0,0.0,0.0,0.0
YCSB_A,STATIC_BPLUS,2938659.028945147,194800.8928087768,500.0,0.0,202.65533333333335,18.61241666666669,0.0,0.0,109375000.0,15625000.0,44889112.0,104.0,191.0,11.0,0.0,0.0,0.0,0.0
YCSB_B,LARS_FULL,2457451.241102065,146549.22204311658,600.0,100.0,256.24066666666664,13.022250000000042,3.052774615707431,2.8389296442604994,140625000.0,15625000.0,46651204.0,1829088.0,420.5,26.5,0.0,0.0,0.0,0.0
YCSB_B,LARS_MONITOR_ONLY,2567889.999283112,141498.7067333595,550.0,100.0,249.4878333333333,16.688416666666683,0.6301803731245873,0.18254623643764356,125000000.0,0.0,46476208.0,226632.0,395.5,51.5,0.0,0.0,0.0,0.0
YCSB_B,STATIC_BPLUS,2910120.691877594,216180.3723722184,500.0,0.0,204.78716666666668,16.581500000000005,0.0,0.0,109375000.0,11718750.0,45819996.0,12326.0,201.5,16.5,0.0,0.0,0.0,0.0
YCSB_E,LARS_FULL,807819.1444247949,50064.079601346515,3400.0,575.0,1021.2143333333333,69.13924999999983,0.26642820803819667,0.07326401949974942,343750000.0,15625000.0,864970660.0,1038220.0,804.0,202.25,4.0,0.0,38.0,1.0
YCSB_E,LARS_MONITOR_ONLY,848578.8417256474,39552.3350399147,3200.0,325.0,962.217,41.47366666666653,0.21411327452615925,0.018021326986858793,328125000.0,15625000.0,864970132.0,1147596.0,666.5,195.25,4.0,0.0,38.5,1.0
YCSB_E,STATIC_BPLUS,1144337.9772955254,79232.12061014213,2400.0,350.0,748.8568333333333,53.89541666666662,0.0,0.0,226562500.0,27343750.0,858045740.0,1951188.0,382.5,126.5,4.0,0.0,39.5,2.0
