workload,tax_pct,ci_low,ci_high
LOCAL_HOTSPOT,11.121610610539328,6.173817004684729,16.820667931408483
MIXED,15.078805752958246,7.536391018456435,23.305886154920294
READ_HEAVY,19.832680681032308,8.714230464361473,28.40024007067534
SKEW_80_20,20.5364437514022,18.375211088816926,23.38741635285152
STRESS,20.301399233211633,7.726654219803175,23.09871157949754
WORKLOAD_SHIFT,19.65825654445904,11.332830633010794,23.424819927913543
WRITE_HEAVY,8.37945205877675,-0.19044621539827666,14.138353849867237
